journey_date,train_number,section_number,from_station,from_code,to_station,to_code,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,scheduled_running_time_min,actual_running_time_min,section_delay_min,departure_delay_min,arrival_delay_min,delay_change_min,recovery_min
2026-08-28,12705,3,Vijayawada Jn,BZA,Madhira,MDR,2026-08-28 16:25:00+05:30,2026-08-28 17:14:00+05:30,2026-08-28 16:45:00+05:30,2026-08-28 17:36:00+05:30,49.0,51.0,2.0,20.0,22.0,2.0,0.0
2026-08-28,12705,4,Madhira,MDR,Khammam,KMT,2026-08-28 17:15:00+05:30,2026-08-28 17:49:00+05:30,2026-08-28 17:39:00+05:30,2026-08-28 18:18:00+05:30,34.0,39.0,5.0,24.0,29.0,5.0,0.0
2026-08-28,12705,5,Khammam,KMT,Dornakal Jn,DKJ,2026-08-28 17:50:00+05:30,2026-08-28 18:09:00+05:30,2026-08-28 18:20:00+05:30,2026-08-28 18:49:00+05:30,19.0,29.0,10.0,30.0,40.0,10.0,0.0
2026-08-28,12705,6,Dornakal Jn,DKJ,Mahbubabad,MABD,2026-08-28 18:10:00+05:30,2026-08-28 18:29:00+05:30,2026-08-28 18:51:00+05:30,2026-08-28 19:13:00+05:30,19.0,22.0,3.0,41.0,44.0,3.0,0.0
2026-08-28,12705,7,Mahbubabad,MABD,Nekonda,NKD,2026-08-28 18:30:00+05:30,2026-08-28 18:54:00+05:30,2026-08-28 19:16:00+05:30,2026-08-28 19:42:00+05:30,24.0,26.0,2.0,46.0,48.0,2.0,0.0
2026-08-28,12705,8,Nekonda,NKD,Warangal,WL,2026-08-28 18:55:00+05:30,2026-08-28 19:28:00+05:30,2026-08-28 19:44:00+05:30,2026-08-28 20:18:00+05:30,33.0,34.0,1.0,49.0,50.0,1.0,0.0
2026-08-28,12705,9,Warangal,WL,Kazipet Jn,KZJ,2026-08-28 19:30:00+05:30,2026-08-28 19:48:00+05:30,2026-08-28 20:20:00+05:30,2026-08-28 20:37:00+05:30,18.0,17.0,-1.0,50.0,49.0,-1.0,1.0
2026-08-28,12705,10,Kazipet Jn,KZJ,Ghanpur,GNP,2026-08-28 19:50:00+05:30,2026-08-28 20:19:00+05:30,2026-08-28 20:40:00+05:30,2026-08-28 21:00:00+05:30,29.0,20.0,-9.0,50.0,41.0,-9.0,9.0
2026-08-28,12705,11,Ghanpur,GNP,Jangaon,ZN,2026-08-28 20:20:00+05:30,2026-08-28 20:39:00+05:30,2026-08-28 21:02:00+05:30,2026-08-28 21:27:00+05:30,19.0,25.0,6.0,42.0,48.0,6.0,0.0
2026-08-28,12705,12,Jangaon,ZN,Aler,ALER,2026-08-28 20:40:00+05:30,2026-08-28 20:54:00+05:30,2026-08-28 21:29:00+05:30,2026-08-28 21:50:00+05:30,14.0,21.0,7.0,49.0,56.0,7.0,0.0
2026-08-28,12705,13,Aler,ALER,Bhongir,BG,2026-08-28 20:55:00+05:30,2026-08-28 21:14:00+05:30,2026-08-28 21:51:00+05:30,2026-08-28 22:18:00+05:30,19.0,27.0,8.0,56.0,64.0,8.0,0.0
2026-08-28,12705,14,Bhongir,BG,Charlapalli,CHZ,2026-08-28 21:15:00+05:30,2026-08-28 21:44:00+05:30,2026-08-28 22:20:00+05:30,2026-08-28 22:52:00+05:30,29.0,32.0,3.0,65.0,68.0,3.0,0.0
2026-08-28,12705,15,Charlapalli,CHZ,Secunderabad Jn,SC,2026-08-28 21:45:00+05:30,2026-08-28 22:28:00+05:30,2026-08-28 22:54:00+05:30,2026-08-28 23:22:00+05:30,43.0,28.0,-15.0,69.0,54.0,-15.0,15.0
